8.125883706910725479e+00,1.824700000000000000e+04,5.000000000000000000e+02,3.000000000000000000e+00
1.225382155840742904e+01,2.283100000000000000e+04,5.000000000000000000e+02,3.000000000000000000e+00
1.010089636474298658e+01,3.614600000000000000e+04,5.000000000000000000e+02,3.000000000000000000e+00
8.375703104074283090e+00,3.360100000000000000e+04,5.000000000000000000e+02,3.000000000000000000e+00
1.060365706711652045e+01,3.319600000000000000e+04,5.000000000000000000e+02,3.000000000000000000e+00
8.911531862376207869e+00,3.322100000000000000e+04,5.000000000000000000e+02,3.000000000000000000e+00
1.094951275139954383e+01,1.929200000000000000e+04,5.000000000000000000e+02,3.000000000000000000e+00
1.131674716855429708e+01,2.401600000000000000e+04,5.000000000000000000e+02,3.000000000000000000e+00
1.029540671939627039e+01,2.756200000000000000e+04,5.000000000000000000e+02,3.000000000000000000e+00
7.732348596750369119e+00,2.369500000000000000e+04,5.000000000000000000e+02,3.000000000000000000e+00
